,id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,bathrooms,bedrooms
8318,12242101,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4896340549213,13.328695704946384,Entire home/apt,35,14,1,0,1.0,1.0
8319,12243701,Pankow,Weißensee,52.55178956358333,13.43908575952474,Private room,45,7,1,125,1.0,1.0
8320,12245034,Mitte,Parkviertel,52.56002304606732,13.331506913328056,Private room,29,2,1,0,1.0,1.0
8321,12249699,Tempelhof - Schöneberg,Friedenau,52.46800910295679,13.33820161711336,Entire home/apt,100,1,1,0,1.5,1.0
8322,12250462,Pankow,Prenzlauer Berg Nord,52.553371166352655,13.415372467834244,Entire home/apt,30,3,1,0,1.0,1.0
8323,12258578,Neukölln,Rixdorf,52.479295625323104,13.443941885980932,Entire home/apt,60,1,1,0,1.0,1.0
8324,12259981,Mitte,Wedding Zentrum,52.54974300932054,13.362159182357164,Private room,19,1,1,0,1.0,1.0
8325,12263356,Mitte,Alexanderplatz,52.52429812052125,13.409005635197387,Entire home/apt,65,30,1,310,1.0,2.0
8326,12264234,Tempelhof - Schöneberg,Schöneberg-Nord,52.49327358747803,13.36381147716754,Shared room,18,2,1,0,1.0,1.0
8327,12266236,Tempelhof - Schöneberg,Schöneberg-Nord,52.49494906122757,13.364044723297038,Private room,15,2,1,0,1.0,1.0
8328,12267260,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50403994579265,13.468456969834724,Private room,23,1,1,0,1.5,1.0
8329,12267570,Neukölln,Neuköllner Mitte/Zentrum,52.46626327051878,13.44000384828033,Entire home/apt,125,2,1,0,1.5,3.0
8330,12268009,Neukölln,Neuköllner Mitte/Zentrum,52.46981185287675,13.436221644146448,Private room,35,1,1,0,1.0,1.0
8331,12271474,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49758898930988,13.443033359288227,Private room,25,1,1,0,1.5,1.0
8332,12271568,Steglitz - Zehlendorf,Teltower Damm,52.43438106809026,13.2497858731066,Entire home/apt,25,1,1,0,1.0,1.0
8333,12279126,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51975125865354,13.46516854880821,Private room,56,2,1,15,1.0,1.0
8334,12279817,Neukölln,Reuterstraße,52.49118939269929,13.432884533120241,Private room,20,25,1,0,1.0,1.0
8335,12281381,Lichtenberg,Alt-Hohenschönhausen Süd,52.5353064907101,13.47558163758224,Private room,14,3,2,58,1.0,1.0
8336,12283639,Mitte,Regierungsviertel,52.513625844666656,13.38236166291148,Entire home/apt,110,30,15,196,1.0,2.0
8337,12296303,Mitte,Parkviertel,52.563227890609426,13.340422820797956,Entire home/apt,30,60,5,0,1.0,1.0
8338,12299398,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.521835642365744,13.324557746086269,Entire home/apt,249,3,1,0,1.0,1.0
8339,12301815,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503714239423935,13.431780273309787,Private room,35,3,1,245,1.0,1.0
8340,12310376,Pankow,Prenzlauer Berg Süd,52.5313708114474,13.431282446291421,Private room,70,2,2,0,1.0,1.0
8341,12312952,Pankow,Weißensee,52.550404907079994,13.457791363562192,Entire home/apt,22,2,1,0,1.0,1.0
8342,12313433,Mitte,Alexanderplatz,52.52731414743197,13.402899846920045,Private room,65,3,1,0,1.0,1.0
8343,12313886,Mitte,Osloer Straße,52.553382400729724,13.390844623064467,Private room,35,1,1,364,1.0,1.0
8344,12315921,Neukölln,Neuköllner Mitte/Zentrum,52.46783404588675,13.437938217570386,Entire home/apt,35,5,1,0,1.0,2.0
8345,12319085,Mitte,Brunnenstr. Süd,52.53333200550167,13.393305101383461,Entire home/apt,80,3,1,13,1.0,1.0
8346,12322320,Mitte,Brunnenstr. Süd,52.5339247307819,13.398291229658833,Private room,29,1,1,0,1.0,1.0
8347,12323135,Pankow,Prenzlauer Berg Ost,52.52940735436688,13.448788283422553,Entire home/apt,47,60,2,301,1.0,1.0
8348,12323473,Mitte,Alexanderplatz,52.52796012206165,13.3923685745193,Private room,27,1,1,362,1.0,0.0
8349,12324343,Mitte,Moabit Ost,52.51612395980929,13.342025858447704,Entire home/apt,75,12,1,0,1.5,1.0
8350,12333165,Tempelhof - Schöneberg,Schöneberg-Nord,52.4898194833016,13.365083431206081,Private room,60,3,1,129,1.0,1.0
8351,12333516,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509714304151906,13.457502277446704,Entire home/apt,90,14,1,0,1.0,1.0
8352,12334987,Charlottenburg-Wilm.,Kurfürstendamm,52.50152670273264,13.310588957618327,Private room,50,2,1,315,1.0,1.0
8353,12335490,Neukölln,Schillerpromenade,52.47481958330893,13.422360977781722,Private room,43,2,1,312,1.0,1.0
8354,12336348,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49199929319872,13.396271512977039,Private room,20,5,1,0,1.0,1.0
8355,12336465,Mitte,Wedding Zentrum,52.544238924576725,13.357407742195766,Private room,22,5,1,0,1.0,1.0
8356,12336913,Tempelhof - Schöneberg,Schöneberg-Süd,52.488194926344995,13.34988769770653,Private room,30,3,1,0,1.0,1.0
8357,12336966,Tempelhof - Schöneberg,Schöneberg-Süd,52.48964189177036,13.353390612591289,Entire home/apt,55,1,1,0,1.0,1.0
8358,12337676,Marzahn - Hellersdorf,Biesdorf,52.52869279119736,13.554333173339682,Private room,40,2,2,108,1.0,1.0
8359,12343595,Neukölln,Reuterstraße,52.48591116978707,13.435755494871955,Private room,18,8,1,0,1.0,1.0
8360,12349587,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50136115432801,13.42135968679877,Private room,35,3,2,0,1.0,1.0
8361,12349925,Charlottenburg-Wilm.,Halensee,52.49949323627838,13.291827968635587,Entire home/apt,23,90,9,251,1.0,1.0
8362,12350773,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50470751286474,13.419590271551193,Private room,50,3,1,0,1.0,1.0
8363,12350990,Mitte,Brunnenstr. Süd,52.5308630384579,13.390937935630554,Private room,20,14,1,0,1.0,1.0
8364,12351012,Charlottenburg-Wilm.,Barstraße,52.488289828236475,13.321561722146678,Shared room,20,2,2,0,1.0,1.0
8365,12351038,Tempelhof - Schöneberg,Schöneberg-Nord,52.494066376351874,13.362066373645115,Private room,27,1,1,0,1.0,1.0
8366,12352518,Charlottenburg-Wilm.,Barstraße,52.488299886531905,13.320964628092756,Private room,25,5,2,0,1.0,1.0
8367,12354622,Pankow,Prenzlauer Berg Nordwest,52.5486220995666,13.402286130008335,Entire home/apt,100,3,1,4,1.0,1.0
8368,12355089,Lichtenberg,Alt-Hohenschönhausen Süd,52.54072031009862,13.484083694377036,Entire home/apt,39,3,6,260,1.0,1.0
8369,12355147,Lichtenberg,Alt-Lichtenberg,52.516902536120064,13.481972735135765,Entire home/apt,80,1,1,0,1.5,1.0
8370,12357208,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49044198021201,13.422414570751515,Private room,32,4,1,0,1.0,1.0
8371,12357350,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.498204066480824,13.463597500771165,Private room,87,2,1,0,1.0,2.0
8372,12360371,Mitte,Osloer Straße,52.55500044728893,13.384752064221802,Entire home/apt,110,2,1,259,1.0,1.0
8373,12360912,Mitte,Osloer Straße,52.55957115924329,13.374248901064556,Entire home/apt,28,2,1,67,1.0,2.0
8374,12361630,Tempelhof - Schöneberg,Schöneberg-Nord,52.49305051901002,13.367641759264322,Private room,27,1,1,0,1.0,1.0
8375,12363377,Neukölln,Schillerpromenade,52.469258469263295,13.424819793054006,Private room,18,2,1,0,1.0,1.0
8376,12364609,Mitte,Moabit West,52.52312389320439,13.339464009471351,Private room,40,3,1,0,1.0,1.0
8377,12369893,Reinickendorf,West 4,52.566488124813176,13.315128905869257,Private room,119,1,2,71,1.0,1.0
8378,12370160,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49557122041454,13.437361074311767,Private room,50,3,1,0,1.0,1.0
8379,12372990,Charlottenburg-Wilm.,Barstraße,52.48245182635744,13.316072255506391,Entire home/apt,56,2,1,0,1.0,1.0
8380,12374785,Pankow,Weißensee,52.55703765116756,13.431121087214795,Entire home/apt,65,4,1,0,1.0,1.0
8381,12374930,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513895982315596,13.464465987214446,Entire home/apt,50,2,1,0,1.0,1.0
8382,12375222,Mitte,Alexanderplatz,52.507496444433784,13.416917660112366,Entire home/apt,95,2,6,327,1.0,1.0
8383,12377486,Mitte,Regierungsviertel,52.51137592225922,13.394658987838412,Private room,29,7,1,0,2.0,1.0
8384,12379653,Tempelhof - Schöneberg,Schöneberg-Nord,52.48936648519902,13.368508495418027,Entire home/apt,60,4,1,0,1.0,1.0
8385,12383241,Pankow,Prenzlauer Berg Südwest,52.53712419026808,13.40887986841443,Entire home/apt,100,7,1,0,1.0,1.0
8386,12392274,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.502579005625975,13.416129412176096,Private room,78,1,1,365,1.0,1.0
8387,12392840,Charlottenburg-Wilm.,Westend,52.517074784821176,13.262156897056936,Entire home/apt,23,91,2,221,1.0,0.0
8388,12393967,Neukölln,Britz,52.44691842124262,13.452252185729721,Entire home/apt,37,14,1,310,1.0,1.0
8389,12398028,Lichtenberg,Alt-Lichtenberg,52.51498991405776,13.483993333551377,Entire home/apt,90,1,1,0,1.0,2.0
8390,12398188,Mitte,Osloer Straße,52.557734045512326,13.392410929199245,Private room,35,1,1,0,1.0,1.0
8391,12398605,Charlottenburg-Wilm.,Neue Kantstraße,52.50594567146527,13.294443119582116,Entire home/apt,87,4,1,308,1.0,2.0
8392,12398889,Neukölln,Rixdorf,52.480069015167864,13.4379313663342,Private room,20,2,2,0,1.0,1.0
8393,12402130,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49636720034253,13.443616673477488,Private room,31,3,1,0,1.0,1.0
8394,12403686,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50064123536131,13.440177200092393,Private room,25,10,1,0,1.0,1.0
8395,12403733,Neukölln,Reuterstraße,52.49066778823714,13.4336367407264,Shared room,30,1,1,0,1.0,1.0
8396,12406249,Mitte,Parkviertel,52.556235806961425,13.35058440340999,Private room,45,1,1,360,1.0,1.0
8397,12406884,Charlottenburg-Wilm.,Charlottenburg Nord,52.535907954803065,13.288098129280606,Entire home/apt,38,90,1,310,1.0,1.0
8398,12406900,Mitte,Regierungsviertel,52.51227932230137,13.403545616483731,Entire home/apt,130,2,6,85,2.0,2.0
8399,12415998,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50704138735829,13.467332108271687,Entire home/apt,55,1,1,0,1.0,1.0
8400,12416167,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.59472137029761,13.376244952493039,Entire home/apt,240,1,3,358,2.0,4.0
8401,12417640,Neukölln,Neuköllner Mitte/Zentrum,52.47236382117338,13.430979081166791,Entire home/apt,45,1,1,0,1.0,1.0
8402,12418852,Pankow,Prenzlauer Berg Südwest,52.53935834467988,13.407245595500891,Entire home/apt,109,3,2,289,1.0,1.0
8403,12418918,Tempelhof - Schöneberg,Schöneberg-Nord,52.49570317027743,13.361751844228484,Entire home/apt,120,7,1,0,2.0,3.0
8404,12424003,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5139981207591,13.447288838437151,Private room,49,2,1,302,1.0,1.0
8405,12426827,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4881367149444,13.423981755962474,Private room,49,3,1,0,1.0,1.0
8406,12431715,Reinickendorf,West 4,52.57065139100337,13.313111554634757,Private room,39,2,3,80,1.0,1.0
8407,12437178,Mitte,Alexanderplatz,52.53065643518528,13.380764763243732,Entire home/apt,150,60,17,365,1.0,1.0
8408,12439398,Lichtenberg,Alt-Lichtenberg,52.5141175540158,13.502264004389195,Entire home/apt,40,60,1,206,1.0,1.0
8409,12439623,Neukölln,Neuköllner Mitte/Zentrum,52.484497804671314,13.425610277407666,Entire home/apt,40,1,1,0,1.0,2.0
8410,12442746,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49124678493258,13.393328553252694,Private room,75,1,1,345,1.0,1.0
8411,12442906,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49954490180875,13.413933859381936,Private room,25,6,1,333,1.0,1.0
8412,12446784,Neukölln,Reuterstraße,52.48257867433329,13.43987442840657,Entire home/apt,70,3,1,0,1.0,1.0
8413,12458086,Mitte,Moabit West,52.53126944730817,13.328462462690561,Private room,55,2,1,0,1.0,1.0
8414,12459760,Neukölln,Reuterstraße,52.49488973268341,13.422035256509108,Entire home/apt,45,2,1,0,1.0,1.0
8415,12463315,Charlottenburg-Wilm.,Kantstraße,52.505222529606,13.322836338459823,Entire home/apt,50,2,1,0,1.0,0.0
8416,12468108,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4969952949437,13.425412071113064,Entire home/apt,39,7,1,0,1.0,1.0
8417,12476491,Treptow - Köpenick,Baumschulenweg,52.46924360495638,13.492838789775805,Private room,27,4,2,276,1.0,1.0
8418,12477523,Neukölln,Schillerpromenade,52.479011928310925,13.422145833261034,Private room,20,5,1,0,1.0,1.0
8419,12478745,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51077466914521,13.465992687531259,Entire home/apt,59,20,1,0,1.0,1.0
8420,12479975,Mitte,Osloer Straße,52.55297696281875,13.387696342597152,Private room,30,2,1,0,1.5,1.0
8421,12481020,Tempelhof - Schöneberg,Schöneberg-Nord,52.50339644086125,13.341858706938824,Entire home/apt,85,3,11,220,1.0,1.0
8422,12481876,Neukölln,Rixdorf,52.480814788292214,13.441328994284682,Private room,44,3,1,0,1.0,1.0
8423,12487122,Charlottenburg-Wilm.,Düsseldorfer Straße,52.495210636333745,13.329492021853962,Entire home/apt,35,63,6,310,1.0,1.0
8424,12488930,Mitte,Moabit Ost,52.526023172657105,13.351061828263914,Entire home/apt,49,5,1,316,1.0,0.0
8425,12492642,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51484820587664,13.458031847110624,Entire home/apt,84,2,1,315,1.0,1.0
8426,12492869,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48570932378726,13.321153784343721,Entire home/apt,60,28,1,311,1.0,1.0
8427,12497618,Mitte,Moabit West,52.52378431580377,13.336112773880911,Entire home/apt,45,3,1,0,1.0,1.0
8428,12499993,Pankow,Prenzlauer Berg Nordwest,52.55389565118351,13.402052234571126,Private room,40,2,1,40,1.0,1.0
8429,12500246,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49021028985438,13.3921519410816,Private room,24,1,1,0,1.0,1.0
8430,12502291,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51685255153171,13.464153297597369,Private room,70,3,1,0,1.0,1.0
8431,12503203,Neukölln,Schillerpromenade,52.482738950266224,13.424135167569034,Private room,28,3,1,0,1.0,1.0
8432,12504103,Mitte,Alexanderplatz,52.52721294918353,13.402791760565293,Entire home/apt,260,3,1,317,1.0,3.0
8433,12505608,Mitte,Alexanderplatz,52.52843868749799,13.402922730207086,Entire home/apt,260,3,1,328,1.0,3.0
8434,12508817,Mitte,Brunnenstr. Süd,52.53210893559168,13.402115883252561,Entire home/apt,100,3,12,52,1.0,1.0
8435,12509882,Pankow,Prenzlauer Berg Nord,52.5503392825276,13.423116764163392,Private room,35,4,2,0,1.0,1.0
8436,12510155,Treptow - Köpenick,Johannisthal,52.43623795862688,13.50555401539864,Entire home/apt,35,60,5,283,1.0,1.0
8437,12513744,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.496202032676365,13.442677448641698,Private room,50,1,2,243,1.0,1.0
8438,12526005,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50047932986635,13.465460993239873,Entire home/apt,240,3,1,330,1.0,4.0
8439,12526516,Neukölln,Reuterstraße,52.48574671890372,13.439333277501525,Entire home/apt,75,3,1,0,1.0,1.0
8440,12530919,Tempelhof - Schöneberg,Schöneberg-Nord,52.49410090289616,13.355303975672207,Entire home/apt,76,3,1,0,1.0,2.0
8441,12535986,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493893097748725,13.396744886559615,Entire home/apt,40,1,1,0,1.0,1.0
8442,12537486,Pankow,Prenzlauer Berg Südwest,52.537793486970614,13.420422028983095,Private room,28,1,2,13,2.0,1.0
8443,12539292,Mitte,Osloer Straße,52.55584091714381,13.391934975152685,Entire home/apt,25,3,1,0,1.0,1.0
8444,12541197,Neukölln,Rixdorf,52.475329153748724,13.447994818487619,Private room,44,2,2,89,1.0,1.0
8445,12541540,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49422747247982,13.397960687341822,Entire home/apt,60,2,1,0,1.0,0.0
8446,12541792,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51346450732896,13.448899056649857,Entire home/apt,250,2,1,350,1.0,3.0
8447,12543103,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.44087833594154,13.690116447810846,Entire home/apt,240,2,1,364,1.5,1.0
8448,12548871,Mitte,Alexanderplatz,52.50766055346465,13.420514669381587,Entire home/apt,160,3,1,331,1.0,1.0
8449,12553123,Mitte,Moabit West,52.530193604718896,13.341181856070852,Entire home/apt,55,1,1,0,1.0,1.0
8450,12555148,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509523951556304,13.454358339482384,Private room,40,3,1,0,1.0,1.0
8451,12559061,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48622583255445,13.378902794663661,Entire home/apt,229,2,2,127,2.0,3.0
8452,12561249,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497215695435294,13.43223908125243,Entire home/apt,60,2,1,0,1.0,1.0
8453,12561585,Charlottenburg-Wilm.,Barstraße,52.486153214243835,13.319051362705395,Entire home/apt,110,1,1,0,1.0,2.0
8454,12561700,Mitte,Alexanderplatz,52.52717589996607,13.412781322070712,Private room,69,1,1,88,1.0,1.0
8455,12563142,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52312874572711,13.447686358293131,Private room,80,1,1,331,1.0,1.0
8456,12563514,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51106188973073,13.456432454627356,Entire home/apt,40,4,1,0,1.0,1.0
8457,12565115,Mitte,Alexanderplatz,52.52192808240484,13.379326117016225,Private room,65,1,1,97,1.0,1.0
8458,12567634,Pankow,Buch,52.64015342888094,13.493435987395086,Private room,16,3,1,0,1.0,1.0
8459,12572478,Neukölln,Neuköllner Mitte/Zentrum,52.46372187552589,13.433847356840484,Private room,47,3,2,56,1.0,1.0
8460,12575158,Tempelhof - Schöneberg,Schöneberg-Nord,52.501095114340245,13.350111423084073,Entire home/apt,110,3,11,249,1.0,2.0
8461,12576961,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49529821438038,13.44395263303666,Private room,18,6,1,0,1.0,1.0
8462,12580861,Marzahn - Hellersdorf,Mahlsdorf,52.51083955322707,13.618755656345947,Entire home/apt,78,3,1,220,1.0,1.0
8463,12585650,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49219775689388,13.41413820114901,Private room,40,13,1,64,1.0,1.0
8464,12587840,Mitte,Alexanderplatz,52.51247535164215,13.407259590224715,Private room,95,2,1,0,1.0,1.0
8465,12597398,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.495506182578495,13.397782969039028,Private room,45,2,1,353,1.0,1.0
8466,12597580,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50968633595128,13.472657932604225,Private room,30,3,1,0,1.0,1.0
8467,12602148,Neukölln,Rixdorf,52.47950188178931,13.445117863726075,Entire home/apt,50,4,1,0,1.0,1.0
8468,12605374,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.506283072418995,13.377109273539537,Private room,60,2,2,86,2.0,1.0
8469,12621353,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4875058130429,13.424048200926833,Private room,40,4,1,0,1.0,1.0
8470,12622170,Neukölln,Neuköllner Mitte/Zentrum,52.46679320427754,13.439296877610305,Entire home/apt,23,3,1,0,1.0,1.0
8471,12625592,Mitte,Brunnenstr. Süd,52.531581317425854,13.400443899317686,Entire home/apt,60,1,1,0,1.0,2.0
8472,12628630,Pankow,Prenzlauer Berg Südwest,52.53438628397197,13.4165430278161,Entire home/apt,500,90,1,0,2.0,3.0
8473,12635164,Treptow - Köpenick,Alt  Treptow,52.4925302660985,13.446093557599065,Entire home/apt,80,4,1,0,2.0,4.0
8474,12635739,Pankow,Weißensee,52.55586457095643,13.463228608659046,Entire home/apt,65,1,1,0,1.0,2.0
8475,12636148,Pankow,Prenzlauer Berg Süd,52.53132671067308,13.433580450117976,Entire home/apt,69,3,1,0,1.0,1.0
8476,12639044,Mitte,Brunnenstr. Süd,52.53008186737821,13.402325345285131,Entire home/apt,50,5,1,0,1.0,2.0
8477,12639377,Mitte,Parkviertel,52.54521548966665,13.34887792353485,Shared room,17,7,2,0,1.0,1.0
8478,12640741,Tempelhof - Schöneberg,Tempelhof,52.481799258007705,13.375405384307859,Entire home/apt,26,5,1,0,1.0,2.0
8479,12641723,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51824633526511,13.472985366609318,Entire home/apt,50,1,1,0,1.0,1.0
8480,12646339,Neukölln,Reuterstraße,52.481434425943746,13.436368637946224,Entire home/apt,69,1,1,0,1.0,1.0
8481,12656667,Treptow - Köpenick,Alt  Treptow,52.48916262882325,13.452335991572747,Private room,300,1,1,0,0.5,1.0
8482,12659244,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50161726172951,13.438693789446713,Private room,35,1,1,0,1.0,1.0
8483,12663936,Tempelhof - Schöneberg,Schöneberg-Nord,52.4967183772929,13.346931424920594,Private room,43,3,4,327,2.0,1.0
8484,12664289,Mitte,Moabit West,52.5241311695656,13.341485395076285,Private room,22,1,1,0,1.5,1.0
8485,12667634,Spandau,Brunsbütteler Damm,52.5366128849015,13.173084283502407,Entire home/apt,39,30,17,311,1.0,2.0
8486,12667835,Tempelhof - Schöneberg,Schöneberg-Nord,52.496711757932594,13.347152361288916,Private room,55,3,4,360,2.0,1.0
8487,12673727,Neukölln,Rixdorf,52.4793507978856,13.444046655162165,Entire home/apt,90,1,1,299,1.0,2.0
8488,12674528,Pankow,Helmholtzplatz,52.54002821873794,13.421106132117481,Entire home/apt,240,3,1,293,1.5,2.0
8489,12675577,Pankow,Helmholtzplatz,52.539510807830275,13.423035602952604,Entire home/apt,160,3,1,323,1.0,1.0
8490,12675754,Neukölln,Neuköllner Mitte/Zentrum,52.476872979904954,13.427198255630273,Entire home/apt,59,2,1,230,1.0,1.0
8491,12690476,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51055034357454,13.466542827274251,Private room,28,2,1,0,1.0,1.0
8492,12690882,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490240137366975,13.413181125364995,Entire home/apt,70,5,5,98,1.0,1.0
8493,12691039,Tempelhof - Schöneberg,Schöneberg-Nord,52.492828313999674,13.355405098187704,Entire home/apt,45,2,2,29,1.0,1.0
8494,12691355,Neukölln,Neuköllner Mitte/Zentrum,52.48274033545199,13.427259856023536,Entire home/apt,65,5,5,129,1.0,2.0
8495,12691454,Pankow,Prenzlauer Berg Südwest,52.53220833045887,13.417171230574812,Entire home/apt,40,4,2,226,1.0,0.0
8496,12692805,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51731368279432,13.468489607062006,Private room,45,3,1,129,1.0,1.0
8497,12693704,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49142866669346,13.412096896577294,Entire home/apt,120,7,5,335,1.0,1.0
8498,12693987,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49919183563095,13.436466973067231,Private room,30,7,1,35,1.0,1.0
8499,12697037,Pankow,Weißensee,52.55783578308217,13.462675711480315,Entire home/apt,65,2,1,0,1.0,2.0
8500,12697841,Pankow,Prenzlauer Berg Nordwest,52.5479839302084,13.413684445509874,Entire home/apt,37,1,1,0,1.0,1.0
8501,12701598,Pankow,Pankow Süd,52.563079001513856,13.405176760576555,Private room,22,4,4,310,1.0,1.0
8502,12706572,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49981094076702,13.462399213885874,Private room,40,1,1,0,1.5,1.0
8503,12707035,Pankow,Pankow Süd,52.56034552081894,13.410423589580073,Private room,35,1,1,0,1.0,1.0
8504,12708673,Mitte,Brunnenstr. Süd,52.53367680845742,13.40417584403032,Entire home/apt,85,3,1,305,1.0,1.0
8505,12709456,Pankow,Prenzlauer Berg Nord,52.55103224014592,13.417928357105913,Private room,42,2,1,0,1.5,1.0
8506,12715727,Mitte,Moabit Ost,52.53269315007461,13.345926547046556,Entire home/apt,22,2,1,0,1.0,1.0
8507,12718167,Pankow,Prenzlauer Berg Nordwest,52.54843521867358,13.408392788258233,Entire home/apt,50,90,3,12,1.0,1.0
8508,12721311,Neukölln,Schillerpromenade,52.477311665879675,13.418584384633188,Entire home/apt,50,3,1,0,1.0,1.0
8509,12723428,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510177224202735,13.455237446073461,Entire home/apt,120,3,10,351,1.0,2.0
8510,12724627,Tempelhof - Schöneberg,Schöneberg-Nord,52.49741202824982,13.350062463295036,Private room,36,2,1,0,2.0,1.0
8511,12725530,Mitte,Alexanderplatz,52.50809999399429,13.425970149261826,Entire home/apt,185,3,1,0,1.5,2.0
8512,12728960,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49148645375617,13.389197520535845,Entire home/apt,140,2,5,288,1.5,2.0
8513,12729863,Tempelhof - Schöneberg,Schöneberg-Nord,52.495495285447205,13.340072698778505,Private room,50,1,1,365,1.0,1.0
8514,12730657,Neukölln,Britz,52.44505194605553,13.43266041410897,Private room,25,2,1,116,2.0,1.0
8515,12732196,Pankow,Prenzlauer Berg Nordwest,52.55294655531042,13.404297362714116,Entire home/apt,95,3,1,0,1.0,2.0
8516,12743289,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51780229361433,13.457014483965011,Private room,25,2,2,0,1.0,1.0
8517,12745351,Mitte,Alexanderplatz,52.50606919541476,13.417815427693476,Private room,38,2,1,335,1.0,1.0
8518,12745855,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49704380268248,13.427191045262383,Private room,63,2,1,72,1.0,2.0
8519,12747792,Pankow,Prenzlauer Berg Südwest,52.536011251855854,13.420376593808365,Private room,46,2,1,0,1.0,1.0
8520,12748017,Tempelhof - Schöneberg,Schöneberg-Nord,52.49857932346198,13.34519021803202,Private room,55,3,4,347,2.0,1.0
8521,12748529,Tempelhof - Schöneberg,Schöneberg-Nord,52.49669836163408,13.346511254125225,Private room,35,3,4,350,2.0,4.0
8522,12749563,Mitte,Brunnenstr. Nord,52.54064205131289,13.374251984703605,Private room,36,1,1,57,1.0,1.0
8523,12749598,Charlottenburg-Wilm.,Kurfürstendamm,52.50234788753541,13.307145527518587,Private room,35,2,1,347,1.0,1.0
8524,12751253,Charlottenburg-Wilm.,Westend,52.51684066261119,13.261734046263811,Entire home/apt,43,60,4,324,1.0,0.0
8525,12757173,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49292254588186,13.397415363771627,Entire home/apt,50,2,1,4,1.0,1.0
8526,12766251,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.494401774272774,13.472027701005757,Private room,38,2,1,339,2.0,1.0
8527,12771212,Pankow,Prenzlauer Berg Nord,52.54686257587944,13.426088804194658,Entire home/apt,85,3,1,359,1.0,2.0
